assembling,bikes,car,cardboard,tinkering,tools,circuits,bulbs,wires,windmills,connecting,climate,tasks,time,toys,teamwork,work,reading,building,likes_computers,likes_coding,likes_drawing,likes_science,likes_math,likes_problem_solving,likes_robots,likes_circuits,likes_design,likes_games,likes_data,likes_ai,likes_security,likes_teamwork,likes_business,label
1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,Data Science and Artificial Intelligence
0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,Cybersecurity
0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,Electrical Engineering
0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,Architecture Engineering
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,Game Design & Development
1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,Electrical Engineering
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,Cybersecurity
0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,Industrial Engineering
0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,Energy Engineering
0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,Game Design & Development
1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,CS
0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,Data Science and Artificial Intelligence
1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,Data Science and Artificial Intelligence
0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,Electrical Engineering
0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,Cybersecurity
0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,Cybersecurity
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,CS
0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,Game Design & Development
0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,Data Science and Artificial Intelligence
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,Cybersecurity
1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,Electrical Engineering
0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,Electrical Engineering
1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,Cybersecurity
0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,Architecture Engineering
1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,Mechanical Engineering
0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,Data Science and Artificial Intelligence
0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,CS
0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,Industrial Engineering
1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,Game Design & Development
1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,Data Science and Artificial Intelligence
0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,Data Science and Artificial Intelligence
1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,Mechanical Engineering
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,Data Science and Artificial Intelligence
1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,Cybersecurity
0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,Cybersecurity
1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,Data Science and Artificial Intelligence
1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,Mechanical Engineering
0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,Data Science and Artificial Intelligence
1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,Data Science and Artificial Intelligence
0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,Cybersecurity
0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,Data Science and Artificial Intelligence
1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,Mechanical Engineering
0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,Game Design & Development
1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,Data Science and Artificial Intelligence
0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,Data Science and Artificial Intelligence
1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,Game Design & Development
1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,Energy Engineering
0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,Industrial Engineering
1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,Mechanical Engineering
0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,Data Science and Artificial Intelligence
1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,Mechanical Engineering
0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,Mechanical Engineering
1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,Industrial Engineering
1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,Data Science and Artificial Intelligence
0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,CS
0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,Data Science and Artificial Intelligence
1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,Architecture Engineering
1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,Architecture Engineering
0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,Data Science and Artificial Intelligence
0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,Architecture Engineering
0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,Data Science and Artificial Intelligence
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,Data Science and Artificial Intelligence
0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,Game Design & Development
1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,Data Science and Artificial Intelligence
0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,Energy Engineering
1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,Game Design & Development
0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,Data Science and Artificial Intelligence
1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,Industrial Engineering
1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,Cybersecurity
0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,Data Science and Artificial Intelligence
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,Data Science and Artificial Intelligence
0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,Cybersecurity
0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,Architecture Engineering
1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,Electrical Engineering
0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,Architecture Engineering
0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,Mechanical Engineering
0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,Energy Engineering
0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,CS
1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,Energy Engineering
0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,Architecture Engineering
1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,Industrial Engineering
1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,CS
1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,Mechanical Engineering
0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,Data Science and Artificial Intelligence
1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,CS
1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,Architecture Engineering
1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,Energy Engineering
0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,Energy Engineering
0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,Energy Engineering
0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,Game Design & Development
1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,Data Science and Artificial Intelligence
1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,Mechanical Engineering
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,Data Science and Artificial Intelligence
1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,Architecture Engineering
0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,Data Science and Artificial Intelligence
0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,Data Science and Artificial Intelligence
0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,CS
1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,Industrial Engineering
0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Architecture Engineering
0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,CS
1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,Mechanical Engineering
1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,Mechanical Engineering
0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,Data Science and Artificial Intelligence
0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,CS
0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,Data Science and Artificial Intelligence
1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,Industrial Engineering
1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,Mechanical Engineering
1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,Industrial Engineering
0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,Cybersecurity
1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,Game Design & Development
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,Data Science and Artificial Intelligence
1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,Electrical Engineering
1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,Mechanical Engineering
0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,Data Science and Artificial Intelligence
1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,Architecture Engineering
1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,Mechanical Engineering
1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,CS
1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,CS
0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,Data Science and Artificial Intelligence
1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,Architecture Engineering
0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,Architecture Engineering
0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,Game Design & Development
1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,Game Design & Development
0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,Energy Engineering
0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,CS
0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,Data Science and Artificial Intelligence
1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,Electrical Engineering
1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,Data Science and Artificial Intelligence
1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,Architecture Engineering
1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,Data Science and Artificial Intelligence
1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,Mechanical Engineering
1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,CS
0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,Mechanical Engineering
1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,Game Design & Development
0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,Game Design & Development
1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,Architecture Engineering
0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,Data Science and Artificial Intelligence
0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,Architecture Engineering
1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Electrical Engineering
0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,Architecture Engineering
1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,Architecture Engineering
1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,Data Science and Artificial Intelligence
0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,Electrical Engineering
0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,Data Science and Artificial Intelligence
1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,Game Design & Development
0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,CS
0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,Data Science and Artificial Intelligence
0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,Data Science and Artificial Intelligence
0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,Architecture Engineering
1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Mechanical Engineering
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,Game Design & Development
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,Data Science and Artificial Intelligence
1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,Cybersecurity
0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,Mechanical Engineering
1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,Industrial Engineering
1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,Data Science and Artificial Intelligence
1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,Architecture Engineering
0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,Game Design & Development
1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,Cybersecurity
0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,CS
0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,Data Science and Artificial Intelligence
0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,Industrial Engineering
1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,CS
0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,Data Science and Artificial Intelligence
1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,Energy Engineering
0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,Industrial Engineering
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,Industrial Engineering
0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,Architecture Engineering
0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,Game Design & Development
1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,Industrial Engineering
1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,Electrical Engineering
0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,Industrial Engineering
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,Data Science and Artificial Intelligence
1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,Energy Engineering
0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,Energy Engineering
1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,Electrical Engineering
0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,Data Science and Artificial Intelligence
